Source,Target
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Partly Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Keep Right
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Multiple
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Car
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,True
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,In Motion
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032512404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Commercial
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,1
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Right Turn Only Lane
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Keep Right
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Multiple
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,True
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Car
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Bus
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,In Motion
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Visible on Sidewalk
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Making a Left Turn
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Waiting
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968032862404.jpg,3
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Industrial
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Partly Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Not Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Multiple
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Making a Left Turn
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Turning
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968042162404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Commercial
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Crosswalk
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Pedestrian Crossing
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Cars
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Crossing Street
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Waiting
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968247662404.jpg,6
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Urban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Crosswalk
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Pedestrian Crossing
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Cars
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Crossing Street
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Slowing Down
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968250112404.jpg,4
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Commercial
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,SignNotVisible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Multiple
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Cars
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968254162404.jpg,1
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Urban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Not Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Cars
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258412404.jpg,1
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Commercial
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,SignNotVisible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Multiple
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Cars
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968258662404.jpg,1
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Urban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Not Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Cars
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968260762404.jpg,1
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Commercial
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Crosswalk
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Pedestrian Crossing
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Cars
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968262162404.jpg,2
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Industrial
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Daytime
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Clear
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Dry
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,2
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Visible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,None
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Not Visible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Multiple
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Trucks
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Cars
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Motorcycle
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,False
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Parked
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Bird
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Crossing Road
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Forward
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Moving
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Good
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,NoImpairments
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,Two-Way
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385032162404.jpg,2
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Commercial
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Daytime
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Sunny
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Dry
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Visible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,None
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,SignNotVisible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Multiple
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,False
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Truck
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Cars
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,SUV
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Parked
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Two-Way
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Forward
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Moving
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Good
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,NoImpairments
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,Clear
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385035162404.jpg,2
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Suburban
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Daytime
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Clear
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Dry
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,2
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Visible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,None
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Not Visible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Multiple
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Cars
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,False
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Parked
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Visible on Sidewalk
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Forward
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Slowing Down
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Good
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,NoImpairments
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,Two-Way
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385038412404.jpg,3
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Commercial
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Daytime
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Sunny
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Dry
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Visible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Crosswalk
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,None
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,SignNotVisible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Multiple
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,False
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,SUV
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Truck
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Cars
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Parked
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Crossing Street
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Two-Way
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Forward
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Waiting
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Good
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,NoImpairments
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,Clear
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385041362404.jpg,6
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Suburban
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Daytime
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Clear
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Dry
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,2
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Visible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,None
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Not Visible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Multiple
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Cars
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,False
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Parked
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Crossing Street
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Forward
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Slowing Down
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Good
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,NoImpairments
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,Two-Way
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385043162404.jpg,4
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385050262404.jpg,Commercial
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385050262404.jpg,Daytime
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385050262404.jpg,Sunny
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385050262404.jpg,Dry
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385050262404.jpg,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385050262404.jpg,Visible
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385050262404.jpg,Crosswalk
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385050262404.jpg,None
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385050262404.jpg,SignNotVisible
